katalogusszam,sap_rendelesi_szam,megnevezes,listaar_huf,statusz
412404,LG-412404,CX3 impulzusrelé 16A 12V 1Z ,20129,
412405,LG-412405,CX3 impulzusrelé 16A 24V 1Z ,21640,
412408,LG-412408,CX3 impulzusrelé 16A 230V 1Z ,7545,
412410,LG-412410,CX3 impulzusrelé 16A 24V 2Z ,37754,
412411,LG-412411,CX3 impulzusrelé 16A 48V 2Z ,38605,
412412,LG-412412,CX3 impulzusrelé 16A 230V 2Z ,17217,
412414,LG-412414,CX3 impulzusrelé 16A 24V 4Z ,50806,
412416,LG-412416,CX3 impulzusrelé 16A 230V 4Z ,47975,
412429,LG-412429,"CX3 segédérintkező 1 modulos 16 és 25 A-es kontaktorokhoz és impulzusrelékhez, NY+Z 5A 250V",25666,
412430,LG-412430,"CX3 segédérintkező 2 modulos 25 A-es kontaktorokhoz, NY+Z 5A 250V",25666,
412431,LG-412431,CX3 segédérintkrző mágneskapcsolóhoz 40/63 A kontaktorokhoz,24263,
412433,LG-412433,CX3 impulzusrelé központi vezerlõ 24-48V,40932,
412434,LG-412434,CX3 impulzusrelé központi vezerlõ 230V,39419,
412436,LG-412436,CX3 impulzusrelé központi csoportos vezerlõ 230V ,76576,
412437,LG-412437,CX3 segédérintkező tartott jellel ,27676,
412439,LG-412439,CX3 impulzusrelé kompenzátor 230V~ ,17621,
412503,LG-412503,CX3 moduláris kontaktor 16A 24V Ny+Z,25721,
412505,LG-412505,CX3 moduláris kontaktor 25A 24V 2Z,31073,
412509,LG-412509,CX3 moduláris kontaktor 25A 24V 2Z+2NY,26039,
412510,LG-412510,CX3 moduláris kontaktor 25A 24V 4Z ,24587,
412514,LG-412514,CX3 moduláris kontaktor 25A 24V 2Z - karral,41188,
412515,LG-412515,CX3 moduláris kontaktor 40A 24V 2Z - karral,60750,
412516,LG-412516,CX3 moduláris kontaktor 63A 24V 2Z - karral,61533,
412517,LG-412517,CX3 moduláris kontaktor 25A 24V 4Z - karral,65225,
412518,LG-412518,CX3 moduláris kontaktor 40A 24V 4Z - karral,68341,
412519,LG-412519,CX3 moduláris kontaktor 63A 24V 4Z - karral,70328,
412521,LG-412521,CX3 moduláris kontaktor 16A 230V Ny+Z ,28015,
412523,LG-412523,CX3 moduláris kontaktor 25A 230V 2Z,10993,
412524,LG-412524,CX3 moduláris kontaktor 25A 230V 2Ny,25721,
412527,LG-412527,CX3 moduláris kontaktor 63A 230V 2Z,36870,
412533,LG-412533,CX3 moduláris kontaktor 25A 230V 2Z+2Ny,46941,
412535,LG-412535,CX3 moduláris kontaktor 25A 230V 4Z,15492,
412536,LG-412536,CX3 moduláris kontaktor 25A 230V 4Ny,46941,
412541,LG-412541,CX3 moduláris kontaktor 63A 230V 4Z ,147821,
412544,LG-412544,CX3 moduláris kontaktor 25A 230V 2Z - karral,41188,
412545,LG-412545,CX3 moduláris kontaktor 40A 230V 2Z - karral,42083,
412547,LG-412547,CX3 moduláris kontaktor 63A 230V 2Z - karral,51431,
412548,LG-412548,CX3 moduláris kontaktor 63A 230V 2Ny - karral,64468,
412549,LG-412549,CX3 moduláris kontaktor 40A 230V 3Z - karral,44887,
412550,LG-412550,CX3 moduláris kontaktor 63A 230V 3Z - karral,57979,
412551,LG-412551,CX3 moduláris kontaktor 25A 230V 4Z - karral,56330,
412553,LG-412553,CX3 moduláris kontaktor 40A 230V 4Z - karral,57979,
412556,LG-412556,CX3 moduláris kontaktor 63A 230V 4Z - karral,71997,
412557,LG-412557,CX3 moduláris kontaktor 63A 230V 4Ny - karral,76671,
412558,LG-412558,CX3 moduláris kontaktor 25A 230V 2Z halk - karral,22534,
412559,LG-412559,CX3 moduláris kontaktor 40A 230V 2Z halk - karral,71535,
412560,LG-412560,CX3 moduláris kontaktor 63A 230V 2Z halk - karral,91340,
412561,LG-412561,CX3 moduláris kontaktor 25A 230V 4Z halk - karral,95770,
412562,LG-412562,CX3 moduláris kontaktor 40A 230V 4Z halk - karral,98572,
412563,LG-412563,CX3 moduláris kontaktor 63A 230V 4Z halk - karral,127867,
412602,LG-412602,Rex800 lécsőházi automata 230V 1Z,13041,
412623,LG-412623,Lexic alkonykapcsoló 16A - 250V,91728,
412626,LG-412626,Lexic programozható alkonykapcsoló 16A - 250V,162143,
412629,LG-412629,AlphaRex DY21 éves programkapcsoló 1 csatornás 84 program,121703,
412630,LG-412630,AlphaRex DY21 éves programkapcsoló 2 csatornás 2x84 program,133964,
412631,LG-412631,AlphaRex D21 heti programkapcsoló 1 csatornás 56 program,40735,
412634,LG-412634,Alpharex3 D21s digitális programkapcsoló 1 CW IN,44711,
412641,LG-412641,AlphaRex D22 heti programkapcsoló 2 csatornás 2x28 program,43600,
412654,LG-412654,AlphaRex D21 csillagászati programkapcsoló 1 csatornás 56 program,58229,
412657,LG-412657,AlphaRex D21 csillagászati programkapcsoló 2 csatornás 2x28 program,71455,
412681,LG-412681,"Lexic AlphaRex3 digitális programkapcsoló, heti 28 program, 1 kimenet 230 V~",87250,
412780,LG-412780,"MicroRex T11 napi programkapcsoló működési tartalék nélkül, függőleges előlappal",27085,
412783,LG-412783,"MicroRex W11 heti programkapcsoló működési tartalék nélkül, függőleges előlappal",45502,
412790,LG-412790,MicroRex T11 napi programkapcsoló működési tartalékkal függőleges előlappal,34129,
412794,LG-412794,"MicroRex QW11 heti programkapcsoló működési tartalékkal, függőleges előlappal",61460,
412795,LG-412795,"MicroRex QW31 heti programkapcsoló működési tartalékkal, vízszintes előlappal",97459,
412812,LG-412812,"MicroRex T31 napi programkapcsoló működési tartalék nélkül, vízszintes előlappal",66330,
412813,LG-412813,"MicroRex QT31 napi programkapcsoló működési tartalékkal, vízszintes előlappal",83203,
412814,LG-412814,"MicroRex W31 heti programkapcsoló működési tartalék nélkül, vízszintes előlappal",85079,
412823,LG-412823,"MicroRex T31 napi programkapcsoló autómatikus téli/nyári időszámítás átállás, vízszintes előlappal",77776,
412828,LG-412828,"MicroRex W31 heti programkapcsoló autómatikus téli/nyári időszámítás átállás, vízszintes előlappal",89173,
412858,LG-412858,LuxoSwich fotocella Kat.szám 4 126 23-hoz,0,Megszűnt termék!
412860,LG-412860,LuxoSwitch fotocella 412623/26-hoz,23811,
412872,LG-412872,AlphaRex adatkulcs,17169,
412873,LG-412873,"AlphaRex PC adapter, USB",61995,
412900,LG-412900,CX3 moduláris váltókapcsoló 1P 32A,15400,
412901,LG-412901,CX3 moduláris váltókapcsoló 2P 32A,39200,
412902,LG-412902,CX3 moduláris váltókapcsoló 1P 32A középállással,16712,
412903,LG-412903,CX3 moduláris váltókapcsoló 2P 32A középállással,41815,
412904,LG-412904,CX3 moduláris váltókapcsoló 2P 32A Ny + Z,22233,
412908,LG-412908,CX3 moduláris nyomógomb 1 Z,10698,
412909,LG-412909,CX3 moduláris nyomógomb 1 Ny,9131,
412910,LG-412910,CX3 moduláris nyomókapcsoló 2 Z,19585,
412911,LG-412911,CX3 moduláris nyomókapcsoló 1 Z + 1 Ny,19585,
412912,LG-412912,CX3 moduláris nyomókapcsoló 1Z + zöld LED 12/48V ~/=,12494,
412913,LG-412913,CX3 moduláris nyomókapcsoló 1Ny + piros LED 12/48V ~/=,12494,
412914,LG-412914,CX3 moduláris nyomókapcsoló 1Z + zöld LED 110/400V ~,18280,
412915,LG-412915,CX3 moduláris nyomókapcsoló 1Ny + piros LED 110/400V ~,19451,
412916,LG-412916,CX3 moduláris nyomógomb 1Ny (zöld) + 1Z (piros),19585,
412918,LG-412918,CX3 moduláris nyomógomb 1Z + zöld LED 12/48V ~/=,21795,
412919,LG-412919,CX3 moduláris nyomógomb 1Ny + piros LED 12/48V ~/=,21795,
412920,LG-412920,CX3 moduláris nyomógomb 1Z + zöld LED 110/400V ~,20481,
412921,LG-412921,CX3 moduláris jelzőlámpa LED zöld 12/48V ~/=,9389,
412922,LG-412922,CX3 moduláris jelzőlámpa LED piros 12/48V ~/=,9389,
412923,LG-412923,CX3 moduláris jelzőlámpa LED sárga 12/48V ~/=,9389,
412924,LG-412924,CX3 moduláris jelzőlámpa LED kék 12/48V ~/=,9992,
412925,LG-412925,CX3 moduláris jelzőlámpa LED fehér  12/48V ~/=,9389,
412926,LG-412926,CX3 moduláris jelzőlámpa LED zöld 110/400V ~,6019,
412927,LG-412927,CX3 moduláris jelzőlámpa LED piros 110/400V ~,6019,
412928,LG-412928,CX3 moduláris jelzőlámpa LED sárga 110/400V ~,6019,
412929,LG-412929,CX3 moduláris jelzőlámpa LED kék 110/400V ~,6403,
412930,LG-412930,CX3 moduláris jelzőlámpa LED fehér  110/400V ~,6019,
412931,LG-412931,CX3 moduláris jelzőlámpa dupla LED piros+zöld 110/400V ~,15138,
412932,LG-412932,CX3 moduláris jelzőlámp tripla LED fehér 230/400V ~,17757,
412933,LG-412933,CX3 moduláris jelzőlámp tripla LED piros 230/400V ~,17757,
412934,LG-412934,CX3 moduláris jelzőlámp tripla LED piros+sárga+zöld 230/400V ~,17757,
412935,LG-412935,CX3 moduláris jelzőlámp tripla LED piros+sárga+kék 230/400V ~,12494,
412940,LG-412940,CX3 moduláris nyomógomb 1Ny + piros LED 110/400V ~,20481,
412941,LG-412941,CX3 moduláris jelzőlámpa dupla LED piros + zöld 12/48V ~,21132,
412950,LG-412950,"Moduláris illesztőkeret Program Mosaic mechanizmusok rögzítéséhez, szél.: 46,3mm",1562,
412951,LG-412951,"Moduláris illesztőkeretre adapter Osmoz 22,5 működtető és jelzőkészülékek rögzítéséhez",1670,
412952,LG-412952,Moduláris illesztőkeretre vakfedél,1898,
413000,LG-413000,"Moduláris DIN patch modul, 1xRJ45 UTP",0,Megszűnt termék!
413001,LG-413001,LEGRAND otthoni hálózatok kalapsíre szerelhető RJ45 port Cat6 árnyékolatlan (UTP) 250MHz - 1 Gigabit/s,0,Megszűnt termék!
413002,LG-413002,LEGRAND otthoni hálózatok kalapsíre szerelhető RJ45 port Cat6 árnyékolt (FTP) 250MHz - 1 Gigabit/s,0,Megszűnt termék!
413003,LG-413003,LEGRAND otthoni hálózatok kalapsíre szerelhető RJ45 port Cat6 árnyékolt (STP) 250MHz - 1 Gigabit/s,0,Megszűnt termék!
413004,LG-413004,LEGRAND otthoni hálózatok kalapsíre szerelhető RJ45 port Cat6A árnyékolt (STP) 500MHz - 10 Gigabit/s,0,Megszűnt termék!
413009,LG-413009,LEGRAND otthoni hálózatok Ethernet Switch 1 Gbps 4+1 x RJ45 port,0,Megszűnt termék!
413010,LG-413010,LEGRAND otthoni hálózatok Ethernet Switch 10/100 Mbps 4+1 x RJ45 port,0,Megszűnt termék!
413011,LG-413011,"Master xDSL elosztó, 2 bemenet-1 kimenet, 2 DIN modul",45985,
413012,LG-413012,"Telefon elosztó, 2 bejövő vonal, 4 DIN modul",0,Megszűnt termék!
413013,LG-413013,"TV koax elosztó, 1 bemenet, 4 DIN modul",0,Megszűnt termék!
413017,LG-413017,"LEGRAND otthoni hálózatok tápegység 9V 1,6A ",0,Megszűnt termék!
413045,LG-413045,"LEGRAND otthoni hálózatok patch kábel Cat6A árnyékolt (S/FTP) 0,2 méter 500MHz - 10 Gigabit/s",3374,
413046,LG-413046,"LEGRAND otthoni hálózatok patch kábel Cat6A árnyékolt (S/FTP) 0,4 méter 500MHz - 10 Gigabit/s",3625,
413047,LG-413047,"LEGRAND otthoni hálózatok patch kábel Cat6 árnyékolt (F/UTP) 0,2 méter 250MHz - 1 Gigabit/s",2496,
413048,LG-413048,"LEGRAND otthoni hálózatok patch kábel Cat6 árnyékolt (F/UTP) 0,4 méter 250MHz - 1 Gigabit/s",2821,
413050,LG-413050,LEGRAND otthoni hálózatok optikai csatlakozódoboz (OTO) 1xSC/APC,10457,
413051,LG-413051,LEGRAND otthoni hálózatok optikai csatlakozódoboz (OTO) 4xSC/APC,16038,
413080,LG-413080,LEGRAND otthoni hálózatok patch panel vázszerkezet 8xRJ45 port fogadására 5 modul széles,0,Megszűnt termék!
413081,LG-413081,LEGRAND otthoni hálózatok patch port Cat6 árnyékolatlan (UTP) 250MHz - 1 Gigabit/s,0,Megszűnt termék!
413082,LG-413082,LEGRAND otthoni hálózatok patch port Cat6 árnyékolt (FTP) 250MHz - 1 Gigabit/s,0,Megszűnt termék!
413083,LG-413083,LEGRAND otthoni hálózatok patch port Cat6 árnyékolt (STP) 250MHz - 1 Gigabit/s,0,Megszűnt termék!
413090,LG-413090,Lexic csengőtrafó 230/8V 4VA,21472,
413091,LG-413091,Lexic csengőtrafó 230/12-8V 8VA,22165,
413092,LG-413092,Csengő transzformátor 230 V/12 V - 8 V - 24 VA - 4 modul,39765,
413093,LG-413093,Lexic csengőtrafó 230/24-12V 24-18VA,29104,
413095,LG-413095,Lexic biztonsági trafó 16VA 230/24-12-2x12V,33321,
413096,LG-413096,Lexic biztonsági trafó 25VA 230/24-12-2x12V,51712,
413097,LG-413097,Lexic biztonsági trafó 40VA 230/24-12-2x12V,54048,
413098,LG-413098,Lexic biztonsági trafó 63VA 230/24-12-2x12V,63564,
413101,LG-413101,LEGRAND OH kalapsíre szerelhető RJ45 port Cat6 árnyékolatlan (UTP) 250MHz - 1 Gigabit/s,2854,
413102,LG-413102,LEGRAND OH kalapsíre szerelhető RJ45 port Cat6 árnyékolt (FTP) 250MHz - 1 Gigabit/s,2854,
413103,LG-413103,LEGRAND OH kalapsíre szerelhető RJ45 port Cat6 árnyékolt (STP) 250MHz - 1 Gigabit/s,4609,
413104,LG-413104,LEGRAND OH kalapsíre szerelhető RJ45 port Cat6A árnyékolt (STP) 500MHz - 10 Gigabit/s,5870,
413105,LG-413105,"Lexic szűrt tápegység 12V~/=, 1,3 A",54915,
413106,LG-413106,"Lexic szűrt tápegység 15V~/=, 1 A",78396,
413107,LG-413107,"Lexic szűrt tápegység 24V~/= 0,5 A",67248,
413108,LG-413108,"Lexic szűrt tápegység 24V~/= 0,9 A",76414,
413109,LG-413109,LEGRAND otthoni hálózatok PoE Ethernet Switch 1 Gbps 4+1 x RJ45 port,55278,
413110,LG-413110,"LEGRAND otthoni hálózatok tápegység 48Vdc 1,25A 3 modul széles",19995,
413111,LG-413111,"LEGRAND/Luxul POE switch 1Gbps, SFP, (4+1) x RJ45 port IEEE 802.3af/at",29825,
413121,LG-413121,LEGRAND otthoni hálózatok Tel/ADSL - Ethernet Switch 1 Gbps 4 x RJ45 port,54634,
413149,LG-413149,LEGRAND otthoni hálózatok szolgálatói modem tartó és megtápláló egység,30035,
413179,LG-413179,"LEGRAND OH kalapsínre szerelhető patch panel vázszerkezet, 4xRJ45 UTP csatlakozó port fogadására, szélesség: 40mm, magasság: 60mm, mélység: 51mm",2606,
413180,LG-413180,"LEGRAND OH kalapsínre szerelhető patch panel vázszerkezet, 4xRJ45 FTP/STP csatlakozó port fogadására, szélesség: 40mm, magasság: 60mm, mélység: 51mm",2604,
413181,LG-413181,LEGRAND OH patch port Cat6 árnyékolatlan (UTP) 250MHz - 1 Gigabit/s - LCS3,1822,
413182,LG-413182,LEGRAND OH patch port Cat6 árnyékolt (FTP) 250MHz - 1 Gigabit/s - LCS3,2100,
413183,LG-413183,LEGRAND OH patch port Cat6 árnyékolt (STP) 250MHz - 1 Gigabit/s - LCS3,3167,
413184,LG-413184,LEGRAND OH patch port Cat6A árnyékolt (STP) 500MHz - 10 Gigabit/s - LCS3,3104,
413200,LG-413200,LEGRAND otthoni hálózatok TEL/ADSL fogadó készlet,0,Megszűnt termék!
413201,LG-413201,"LEGRAND otthoni hálózatok telefon kábel szimpla 0,18 méter",901,
413202,LG-413202,"LEGRAND otthoni hálózatok telefon kábel kétfelé osztó 0,3 méter",2803,
413204,LG-413204,"LEGRAND otthoni hálózatok telefon kábel négyfelé osztó 0,3 méter",3025,
413205,LG-413205,LEGRAND otthoni hálózatok multimédiás összegző kábel,24439,
414003,LG-414003,PV komplett elosztószekrény 3kWc DC 600V=,351161,
414025,LG-414025,Visszaállítható Tűzbiztonsági fotovoltaikus doboz,335804,
414033,LG-414033,Plexo3 IP67 DC kiselosztó 1s12m,23024,
414034,LG-414034,Plexo3 IP67 DC kiselosztó 2s24m,59059,
414035,LG-414035,Plexo3 IP67 DC kiselosztó 1s18m,29339,
414036,LG-414036,Plexo3 IP67 DC kiselosztó 2s36m,69113,
414037,LG-414037,Plexo3 IP67 DC kiselosztó 3s54m,103944,
414038,LG-414038,Plexo3 IP67 DC kiselosztó 2s72m,157854,
414092,LG-414092,MC4 krimpelhető csatlakozó,130444,
414093,LG-414093,MC4 jack csatlakozó,181860,
414155,LG-414155,Túlfeszültség levezető PV 600V DC Imax 40 kA T2 2P,51778,
414156,LG-414156,Túlfeszültség levezető PV 1000V DC Imax 40 kA T2 2P,58992,
414185,LG-414185,Túlfeszültség levezető csere modul a 414155-höz,13609,
414186,LG-414186,Túlfeszültség levezető csere modul a 414156-hoz,14628,
414221,LG-414221,Lexic terhelés kapcsoló 2P 16A 800V=,65904,
414223,LG-414223,Lexic terhelés kapcsoló 2P 25A 800V=,67685,
414224,LG-414224,Lexic terhelés kapcsoló 2P 32A 800V=,72480,
414226,LG-414226,Lexic terhelés kapcsoló 2P 63A 800V=,76103,
414244,LG-414244,PV billenőkaros terheléskapcsoló 2P 32A 1000V=,192931,
414246,LG-414246,PV billenőkaros terheléskapcsoló 2P 63A 1000V=,204279,
414261,LG-414261,PV terheléskapcsoló 2P 16A 600V=,66723,
414262,LG-414262,PV terheléskapcsoló 2P 25A 600V=,64610,
414263,LG-414263,PV terheléskapcsoló 2P 32A 600V=,74105,
414281,LG-414281,PV terheléskapcsoló 2P 32A 1000V=,89401,
414282,LG-414282,PV terheléskapcsoló 2P 63A 1000V=,100642,
414283,LG-414283,PV terheléskapcsoló 2P 125A 1000V=,106159,
414424,LG-414424,Lexic kismegszakító 2P 6A 800V=,57164,
414425,LG-414425,Lexic kismegszakító 2P 8A 800V=,55904,
414426,LG-414426,Lexic kismegszakító 2P 10A 800V=,58280,
414427,LG-414427,Lexic kismegszakító 2P 13A 800V=,58469,
414428,LG-414428,Lexic kismegszakító 2P 16A 800V=,58586,
414429,LG-414429,Lexic kismegszakító 2P 20A 800V=,58844,
414446,LG-414446,Lexic kismegszakító 2P 10A 1000V=,130639,
414447,LG-414447,Lexic kismegszakító 2P 13A 1000V=,131527,
414448,LG-414448,Lexic kismegszakító 2P 16A 1000V=,125599,
414449,LG-414449,Lexic kismegszakító 2P 20A 1000V=,133420,
414625,LG-414625,Hengeres olvadó biztosító 10x38 5A 1000V=,5772,
414626,LG-414626,Hengeres olvadó biztosító 10x38 8A 1000V=,6092,
414627,LG-414627,Hengeres olvadó biztosító 10x38 10A 1000V=,6414,
414628,LG-414628,Hengeres olvadó biztosító 10x38 12A 1000V=,6741,
414629,LG-414629,Hengeres olvadó biztosító 10x38 15A 1000V=,7095,
414630,LG-414630,Hengeres olvadó biztosító 10x38 20A 1000V=,7444,
414681,LG-414681,Lexic biztosító aljzat 10x38 1P 20A 1000V=,3313,
414682,LG-414682,Lexic biztosító aljzat 10x38 2P 20A 1000V=,6452,
414800,LG-414800,Viking3 átmenő fekete sorkapocs 4 mm2,352,
414801,LG-414801,Viking3 átmenő fekete sorkapocs 6 mm2,429,
414802,LG-414802,Viking3 átmenő fekete sorkapocs 10 mm2,950,
414803,LG-414803,Viking3 átmenő fekete sorkapocs 16 mm2,1379,
414804,LG-414804,Viking3 átmenő fekete sorkapocs 35 mm2,4841,
414901,LG-414901,EMS CX3 kommunikációs sín 18 modul,27011,
414902,LG-414902,EMS CX3 kommunikációs sín 24 modul,40459,
414903,LG-414903,EMS CX3 kommunikációs sín 36 modul,53861,
414907,LG-414907,EMS CX3 kommunikációs kábel 250 mm,74764,
414908,LG-414908,EMS CX3 kommunikációs kábel 500 mm,81045,
414909,LG-414909,EMS CX3 kommunikációs kábel 1000 mm,46456,
414910,LG-414910,EMS CX3 kommunikációs kábel toldó 3m,26282,
414914,LG-414914,EMS CX3 komm. Sín takaró,28307,
414915,LG-414915,Hosszabító kit Rogowski tekercshez 1m,49057,
414916,LG-414916,Hosszabító kit Rogowski tekercshez 3m,54109,
414918,LG-414918,EMS CX3 3x1F mérő és 3 db Rogowski tekercs 63A,242465,
414919,LG-414919,EMS CX3 mérőmodul 1f 63A,201993,
414920,LG-414920,EMS CX3 mérőmodul 3f 63A,242465,
414921,LG-414921,EMS CX3 3F mérő + Rogowski tekercs 125A,291004,
414922,LG-414922,EMS CX3 Mérő és nyitott Rogowski tekercs  630A,307852,
414923,LG-414923,EMS CX3 mérőmodul külső áramváltóhoz,242465,
414924,LG-414924,EMS CX3 Mérő és nyitott Rogowski tekercs 1600A,394553,
414925,LG-414925,EMS CX3 Mérő és nyitott Rogowski tekercs 3200A,460703,
414926,LG-414926,EMS CX3 impulzus koncentrátor,78791,
414927,LG-414927,EMS CX3 Mérő és nyitott Rogowski tekercs 6300A,509987,
414929,LG-414929,EMS CX3 állapot+hibajelző segédérintkező,40527,
414930,LG-414930,EMS CX3 univerzális segédérintkező,72105,
414931,LG-414931,EMS CX3 vezérlő- és állapotjelző modul kontaktorokhoz 25 A-ig,105197,
414932,LG-414932,EMS CX3 univerzális vezérlőmodul,78929,
414936,LG-414936,EMS CX3 helyi konfigurációs modul,201327,
414938,LG-414938,Energiamenedzsment szoftver 32 mérőpontig,0,Megszűnt termék!
414939,LG-414939,Energiamenedzsment szoftver 255 mérőpontig,0,Megszűnt termék!
414940,LG-414940,EMS CX3 RS485/komm. Sín átalakító,128271,
414945,LG-414945,EMS CX3 tápegység 500 mA 12 V,48903,
414947,LG-414947,EMDX3 webserver 10 mérőpontig,669959,
414948,LG-414948,EMDX3 webserver 32 mérőpontig,1007443,
414949,LG-414949,Energiamenedzsment webszerver 255 mérőpontig,2402902,
414954,LG-414954,"DX3 STOP&GO, Wi-Fi, ELIOT",0,Megszűnt termék!
415920,LG-415920,DX3 Stop Arc Íveszárlat érzékelő kismegszakító B10 6000A alsó betáp BIC,96729,
415921,LG-415921,DX3 Stop Arc Íveszárlat érzékelő kismegszakító B13 6000A alsó betáp BIC,99543,
415922,LG-415922,DX3 Stop Arc Íveszárlat érzékelő kismegszakító B16 6000A alsó betáp BIC,91535,
415929,LG-415929,DX3 Stop Arc Íveszárlat érzékelő kismegszakító C10 6000A alsó betáp BIC,83339,
415930,LG-415930,DX3 Stop Arc Íveszárlat érzékelő kismegszakító C13 6000A alsó betáp BIC,94024,
415931,LG-415931,DX3 Stop Arc Íveszárlat érzékelő kismegszakító C16 6000A alsó betáp BIC,82876,
415932,LG-415932,DX3 Stop Arc Íveszárlat érzékelő kismegszakító C20 6000A alsó betáp BIC,84569,
415956,LG-415956,DX3 Stop Arc Íveszárlat érzékelő kombinált áram-védőkapcsoló B10 10000A alsó betáp BIC,141604,
415957,LG-415957,DX3 Stop Arc Íveszárlat érzékelő kombinált áram-védőkapcsoló B13 10000A alsó betáp BIC,152280,
415958,LG-415958,DX3 Stop Arc Íveszárlat érzékelő kombinált áram-védőkapcsoló B16 10000A alsó betáp BIC,117029,
415965,LG-415965,DX3 Stop Arc Íveszárlat érzékelő kombinált áram-védőkapcsoló C10 10000A alsó betáp BIC,117780,
415966,LG-415966,DX3 Stop Arc Íveszárlat érzékelő kombinált áram-védőkapcsoló C13 10000A alsó betáp BIC,117468,
415967,LG-415967,DX3 Stop Arc Íveszárlat érzékelő kombinált áram-védőkapcsoló C16 10000A alsó betáp BIC,117183,
415968,LG-415968,DX3 Stop Arc Íveszárlat érzékelő kombinált áram-védőkapcsoló C20 10000A alsó betáp BIC,148370,
416080,LG-416080,CTX3 ip. mágneskapcs. 3P 9A 1Z+1NY 24V AC,15210,
